after_follower,birth_date,collaboration,death_date,display_name,first,fullname,irn,last,middle,nationality,organization,party_type,role,ulan:id,ulan:name
,1956,,,Mats Theselius,Mats,Mats Theselius,6242,Theselius,,,,Person,Designer,,
,1960,,,Robert Wettstein,Robert,Robert Wettstein,6245,Wettstein,,,,Person,Designer,,
,1957,,,Ann Wåhlström,Ann,Ann Wåhlström,6246,Wåhlström,,,,Person,Designer,,
,1969,,,Ana Mir,Ana,Ana Mir,6247,Mir,,,,Person,Designer,,
,1966,,,Ineke Hans,Ineke,Ineke Hans,6248,Hans,,,,Person,Designer,,
,1896,,1969,"Lescaze, William Edmond",William,William E. Lescaze,624964,Lescaze,Edmond,,,Ulan,Designer,500025522,"Lescaze, William Edmond"
,1962,,,Stefan Lindfors,Stefan,Stefan Lindfors,6250,Lindfors,,,,Person,Designer,,
,1972,,,Cecilie Manz,Cecilie,Cecilie Manz,6253,Manz,,,,Person,Designer,,
,1964,,,Johan Verde,Johan,Johan Verde,6254,Verde,,,,Person,Designer,,
,1824,,1887,"Marcotte, Leon",Leon,Leon Marcotte,626217,Marcotte,,,,Ulan,Designer,500026799,"Marcotte, Leon"
,1906,,1978,"Scarpa, Carlo",Carlo,Carlo Scarpa,626227,Scarpa,,,,Ulan,designer,500026810,"Scarpa, Carlo"
,1931,,,"Dalisi, Riccardo",Riccardo,Riccardo Dalisi,626236,Dalisi,,,,Ulan,Designer,500026819,"Dalisi, Riccardo"
,1873,,1950,"Saarinen, Eliel",Eliel,Eliel Saarinen,626428,Saarinen,,,,Ulan,Designer,500027014,"Saarinen, Eliel"
,1912,,1988,"Eames, Ray Kaiser",Ray,Ray K. Eames,626605,Eames,Kaiser,,,Ulan,Designer,500027192,"Eames, Ray Kaiser"
,,,,CreaDesign,,CreaDesign,6285,,,,CreaDesign,Organisation,Designer,,
,1907,,1978,"Eames, Charles",Charles,Charles Eames,628931,Eames,,,,Ulan,Designer,500029567,"Eames, Charles"
,,,,Swatch,,Swatch,6292,,,,Swatch,Organisation,Designer,,
,1934,,,"Graves, Michael",Michael,Michael Graves,629462,Graves,,,,Ulan,Designer,500030109,"Graves, Michael"
,1934,,,"Hollein, Hans",Hans,Hans Hollein,629562,Hollein,,,,Ulan,Designer,500030211,"Hollein, Hans"
,1848,,1933,"Tiffany, Louis Comfort",Louis,Louis C. Tiffany,629762,Tiffany,Comfort,,,Ulan,Designer,500030415,"Tiffany, Louis Comfort"
,1952,,,"Thun, Matteo",Matteo,Matteo Thun,630604,Thun,,,,Ulan,Designer,500031276,"Thun, Matteo"
,1934,,,"Meier, Richard",Richard,Richard Meier,630700,Meier,,,,Ulan,Designer,500031375,"Meier, Richard"
,1950,,,"Meuron, Pierre de",Pierre,Pierre d. Meuron,630953,Meuron,de,,,Ulan,Designer,500031633,"Meuron, Pierre de"
,1933,,,Mariuccia Mandelli,,Krizia,631350,Krizia,,,,Ulan,Designer,500032038,Mariuccia Mandelli
,1955,,,Laura de Santillana,Laura,Laura de Santillana,6317,de Santillana,,,,Person,Designer,,
,,,,Hareide Designmill,,Hareide Designmill,6319,,,,Hareide Designmill,Organisation,Designer,,
,1910,,1977,"Noyes, Eliot Fette",Eliot,Eliot F. Noyes,632148,Noyes,Fette,,,Ulan,Designer,500032860,"Noyes, Eliot Fette"
,1905,,1979,"Swanson, Pipsan Saarinen",Pipsan,Pipsan S. Swanson,632872,Swanson,Saarinen,,,Ulan,Designer,500033600,"Swanson, Pipsan Saarinen"
,,,,frogdesign,,,633301,,,,frogdesign,Organisation,Designer,500034045,
,1914,,1992,Emilio Pucci,Emilio,Emilio Pucci,6340,Pucci,,,,Registration-Verified,Designer,,
,1926,,,Hanae Mori,Hanae,Hanae Mori,6341,Mori,,,,Registration-Verified,Designer,,
,1871,,1949,"Fortuny y Madrazo, Mariano",Mariano,Mariano Fortuny y Madrazo,635408,Fortuny y Madrazo,,,,Ulan,Designer,500036186,"Fortuny y Madrazo, Mariano"
,1950,,,Akira Onozuka,Akira,Akira Onozuka,6359,Onozuka,,,,Registration-Verified,Designer,,
,,,,Eero Koivisto,Eero,Eero Koivisto,6370,Koivisto,,,,Registration-Verified,Designer,,
,,,,Suzanne Barault,Suzanne,Suzanne Barault,6408,Barault,,,,Curatorial--not verified,Designer,,
,1834,,1904,"Dresser, Christopher",Christopher,Christopher Dresser,641310,Dresser,,,,Ulan,Designer,500042183,"Dresser, Christopher"
,1932,,,Richard Sapper,Richard,Richard Sapper,6416,Sapper,,,,Registration-Verified,Designer,,
Attributed to,1893,,1974,"Dell, Christian",Christian,Christian Dell,644422,Dell,,,,Ulan,Designer,500045673,"Dell, Christian"
,1932,,,"Rams, Dieter",Dieter,Dieter Rams,645342,Rams,,,,Ulan,Designer,500046720,"Rams, Dieter"
,1959,,,"Morrison, Jasper",Jasper,Jasper Morrison,646990,Morrison,,,,Ulan,Designer,500048491,"Morrison, Jasper"
,1858,,1938,"Wilson, Frederick",Frederick,Frederick Wilson,649920,Wilson,,,,Ulan,Designer,500052092,"Wilson, Frederick"
,,,,BarberOsgerby,,BarberOsgerby,6506,,,,BarberOsgerby,Organisation,Designer,,
,,,,El Último Grito,,El Último Grito,6512,,,,El Último Grito,Organisation,Designer,,
,1932,,1990,Halston,,Halston,651528,Halston,,,,Ulan,Designer,500054334,Halston
,1967,,,Richard Hutten,Richard,Richard Hutten,6519,Hutten,,,,Person,Designer,,
,,,,Inflate,,Inflate,6525,,,,Inflate,Organisation,Designer,,
,,,,Komplot,,Komplot,6526,,,,Komplot,Organisation,Designer,,
,1960,,,Ferruccio Laviani,Ferruccio,Ferruccio Laviani,6528,Laviani,,,,Person,Designer,,
,,,,Doriana Mandrelli Fuksas,Doriana,Doriana Mandrelli Fuksas,6530,Mandrelli Fuksas,,,,Person,Designer,,
,1968,,,Jerszy Seymour,Jerszy,Jerszy Seymour,6533,Seymour,,,,Person,Designer,,
,1971,,,Jérôme Olivet,Jérôme,Jérôme Olivet,6534,Olivet,,,,Person,Designer,,
,1949,,,John Pawson,John,John Pawson,6535,Pawson,,,,Person,Designer,,
,1955,,,Rolf Sachs,Rolf,Rolf Sachs,6537,Sachs,,,,Person,Designer,,
,1950,,,"Citterio, Antonio",Antonio,Antonio Citterio,653793,Citterio,,,,Ulan,Designer,500056901,"Citterio, Antonio"
,1948,,,William Sawaya,William,William Sawaya,6538,Sawaya,,,,Person,Designer,,
,,,,Snowcrash,,,6540,,,,Snowcrash,Registration-Verified,Designer,,
,1968,,,Ilkka Suppanen,Ilkka,Ilkka Suppanen,6541,Suppanen,,,,Registration-Verified,Designer,,
,1911,,,"Gauguin, Paul Rene",Paul,Paul R. Gauguin,654189,Gauguin,Rene,,,Ulan,Designer,500057332,"Gauguin, Paul Rene"
,1963,,,Ólafur Thórdarson,Ólafur,Ólafur Thórdarson,6546,Thórdarson,,,,Person,Designer,,
,1963,,,Pia Törnell,Pia,Pia Törnell,6550,Törnell,,,,Person,Designer,,
,1904,,1972,"Dreyfuss, Henry",Henry,Henry Dreyfuss,656174,Dreyfuss,,,,Ulan,Designer,500059346,"Dreyfuss, Henry"
,1948,,,"Mugler, Thierry",Thierry,Thierry Mugler,656782,Mugler,,,,Ulan,Designer,500059963,"Mugler, Thierry"
,1975,,,Bertjan Pot,Bertjan,Bertjan Pot,6571,Pot,,,,Registration-Verified,Designer,,
,1760,,1849,Katsushika Hokusai,Katsushika,Katsushika Hokusai,657236,Hokusai,,,,Ulan,Designer,500060426,Katsushika Hokusai
,1920,,1965,"Gugelot, Hans",Hans,Hans Gugelot,658000,Gugelot,,,,Ulan,Designer,500061200,"Gugelot, Hans"
,1796,,1871,"Thonet, Michael",Michael,Michael Thonet,658947,Thonet,,,,Ulan,Designer,500062161,"Thonet, Michael"
,1932,,,Valentino,,Valentino,659996,Valentino,,,,Ulan,Designer,500063219,Valentino
,1860,,1945,"Lalique, René",René,René Lalique,660172,Lalique,,,,Ulan,Designer,500063396,"Lalique, René"
,1867,,1946,"Lanvin, Jeanne",Jeanne,Jeanne Lanvin,660351,Lanvin,,,,Ulan,Designer,500063579,"Lanvin, Jeanne"
,1949,,,"Sipek, Borek",Borek,Borek Sipek,660935,Sipek,,,,Ulan,Designer,500064172,"Sipek, Borek"
,1933,,,"Ungaro, Emanuel Mattéotti",Emanuel,Emanuel M. Ungaro,662804,Ungaro,Mattéotti,,,Ulan,Designer,500066056,"Ungaro, Emanuel Mattéotti"
,1970,,,Tobias Møhl,Tobias,Tobias Møhl,6638,Møhl,,,,Person,Designer,,
,1972,,,Monika Mulder,Monika,Monika Mulder,6639,Mulder,,,,Person,Designer,,
,1976,,,Wieki Somers,Wieki,Wieki Somers,6643,Somers,,,,Person,Designer,,
,,,,Uglycute,,Uglycute,6646,,,,Uglycute,Organisation,Designer,,
,1955,,,Giorgio Vigna,Giorgio,Giorgio Vigna,6647,Vigna,,,,Person,Designer,,
,1929,,1980,"Kjaerholm, Poul",Poul,Poul Kjaerholm,665227,Kjaerholm,,,,Ulan,Designer,500068499,"Kjaerholm, Poul"
,1958,,,"Lovegrove, Ross",Ross,Ross Lovegrove,667636,Lovegrove,,,,Ulan,Designer,500070938,"Lovegrove, Ross"
,1906,,2011,"Zeisel, Eva",Eva,Eva Zeisel,6678,Zeisel,,,,Ulan,Designer,500092239,"Zeisel, Eva"
,1903,,2003,"Russell, Richard Drew",Richard,Richard D. Russell,668041,Russell,Drew,English,,Ulan,designer,500071347,"Russell, Richard Drew"
,1775,,1837,"Connelly, Henry",Henry,Henry Connelly,668234,Connelly,,,,Ulan,Designer,500071541,"Connelly, Henry"
,1926,,,"Bohan, Marc",Marc,Marc Bohan,668519,Bohan,,,,Ulan,Designer,500071828,"Bohan, Marc"
,1863,,1963,"Carder, Frederick",,"Carder, Frederick",669,"Carder, Frederick",,,,ULAN,Designer,,"Carder, Frederick"
,1905,,1957,"Dior, Christian",Christian,Christian Dior,669888,Dior,,,,Ulan,Designer,500073211,"Dior, Christian"
,1920,,,"Guerriero, Alessandro",Alessandro,Alessandro Guerriero,670643,Guerriero,,,,Ulan,Designer,500073977,"Guerriero, Alessandro"
,1771,,1844,"Storr, Paul",Paul,Paul Storr,671117,Storr,,English,,Ulan,Designer,500074455,"Storr, Paul"
,1946,,,George Ranalli,George,George Ranalli,6716,Ranalli,,,,Person,Designer,,
,1889,,1956,"Carnegie, Hattie",Hattie,Hattie Carnegie,671675,Carnegie,,,,Ulan,Designer,500075021,"Carnegie, Hattie"
,1950,,,"Mariscal, Javier",Javier,Javier Mariscal,671713,Mariscal,,,,Ulan,Designer,500075059,"Mariscal, Javier"
,1930,,,"Vignelli, Massimo",Massimo,Massimo Vignelli,675095,Vignelli,,,,Ulan,Designer,500078468,"Vignelli, Massimo"
,1940,,,"Rhodes, Zandra Lindsey",Zandra,Zandra L. Rhodes,676210,Rhodes,Lindsey,,,Ulan,Designer,500079598,"Rhodes, Zandra Lindsey"
,1924,,2000,"Littell, Ross",Ross,Ross Littell,678755,Littell,,,,Ulan,Designer,500082168,"Littell, Ross"
,1934,,,"Vignelli, Lella",Lella,Lella Vignelli,678861,Vignelli,,,,Ulan,Designer,500082275,"Vignelli, Lella"
,1950,,,"Herzog, Jacques",Jacques,Jacques Herzog,679063,Herzog,,,,Ulan,Designer,500082477,"Herzog, Jacques"
,1958,,,Maria Grazia Rosin,Maria,Maria Grazia Rosin,6805,Grazia Rosin,,,,Person,Designer,,
,1918,,,"Wiinblad, Bjørn",Bjørn,Bjørn Wiinblad,681658,Wiinblad,,,,Ulan,Designer,500085098,"Wiinblad, Bjørn"
,1965,,,Annaleena Hakatie,Annaleena,Annaleena Hakatie,6825,Hakatie,,,,Person,Designer,,
,1907,,,"Wormley, Edward",Edward,Edward Wormley,682747,Wormley,,,,Ulan,Designer,500086193,"Wormley, Edward"
,1958,,,Niels Hvass,Niels,Niels Hvass,6828,Hvass,,,,Person,Designer,,
,1959,,,Anne Fabricius Møller,Anne,Anne Fabricius Møller,6829,Fabricius Møller,,,,Person,Designer,,
,1966,,,Catherine Maske,Catherine,Catherine Maske,6833,Maske,,,,Person,Designer,,
,1938,,,"Miyake, Issey",Issey,Issey Miyake,683459,Miyake,,,,Ulan,Designer,500086914,"Miyake, Issey"
,1922,,,Elio Martinelli,Elio,Elio Martinelli,6869,Martinelli,,,,Registration-Verified,Designer,,
,1926,,,Giotto Stoppino,Giotto,Giotto Stoppino,6870,Stoppino,,,,Registration-Verified,Designer,,
,1932,,,Ingo Maurer,Ingo,Ingo Maurer,6871,Maurer,,,,Registration-Verified,Designer,,
,1904,,1989,Valentina Sanina,Valentina,Valentina Sanina,6882,Sanina,,,,Registration-Verified,Designer,,
,1951,,,"Arad, Ron",Ron,Ron Arad,689837,Arad,,,,Ulan,Designer,500093363,"Arad, Ron"
,1895,,1959,"Venini, Paolo",Paolo,Paolo Venini,689931,Venini,,,,Ulan,Designer,500093458,"Venini, Paolo"
,1934,,1991,"Kuramata, Shiro",Shiro,Shiro Kuramata,690090,Kuramata,,,,Ulan,Designer,500093619,"Kuramata, Shiro"
,1926,,,Jacob Jensen,Jacob,Jacob Jensen,6902,Jensen,,,,Registration-Verified,Designer,,
,1939,,,"Siegel, Robert H.",Robert,Robert H. Siegel,690822,Siegel,H,,,Ulan,Designer,500094356,"Siegel, Robert H."
,1944,,,"Fuksas, Massimiliano",Massimiliano,Massimiliano Fuksas,690846,Fuksas,,,,Ulan,Designer,500094382,"Fuksas, Massimiliano"
,1846,,1904,"Gallé, Emile",Emile,Emile Gallé,690997,Gallé,,,,Ulan,Designer,500094535,"Gallé, Emile"
,1964,,,Harry Allen,Harry,Harry Allen,6923,Allen,,,,Registration-Verified,Designer,,
,1864,,1934,"Giuseffi, Girolamo",Girolamo,Girolamo Giuseffi,692666,Giuseffi,,,,Ulan,Designer,500096221,"Giuseffi, Girolamo"
,1907,,1993,"Girard, Alexander Hayden",Alexander,Alexander H. Girard,692846,Girard,Hayden,United States,,Ulan,designer,500096402,"Girard, Alexander Hayden"
,1955,,,Donatella Versace,Donatella,Donatella Versace,6935,Versace,,,,Registration-Verified,Designer,,
,1953,,2004,"Sprouse, Stephen",Stephen,Stephen Sprouse,693976,Sprouse,,,,Ulan,Designer,500097544,"Sprouse, Stephen"
,1907,,1989,Lilly Dache,Lilly,Lilly Dache,6942,Dache,,American,,Registration-Verified,Designer,,
,1858,,1958,"Harrison, J. B.",J,J B. Harrison,695931,Harrison,B.,,,Ulan,Designer,500099519,"Harrison, J. B."
,1949,,,"Starck, Philippe",Philippe,Philippe Starck,6960,Starck,,,,Ulan,Designer,500021369,"Starck, Philippe"
,1946,,1997,"Versace, Gianni",Gianni,Gianni Versace,697298,Versace,,,,Ulan,Designer,500100898,"Versace, Gianni"
,1950,,,"Santachiara, Denis",Denis,Denis Santachiara,697386,Santachiara,,,,Ulan,Designer,500100987,"Santachiara, Denis"
,1922,,,"Cardin, Pierre",Pierre,Pierre Cardin,697707,Cardin,,,,Ulan,Designer,500101312,"Cardin, Pierre"
,,,,Raymond Cooper of Indianapolis,,Raymond Cooper of Indianapolis,6988,,,American,Raymond Cooper of Indianapolis,Organisation,Designer,,
,1926,,2006,"Sarpaneva, Timo",Timo,Timo Sarpaneva,699163,Sarpaneva,,,,Ulan,Designer,500102782,"Sarpaneva, Timo"
,1936,,,Bernard Perris,Bernard,Bernard Perris,6994,Perris,,,,Registration-Verified,Designer,,
,,,,Tune Brothers,,Tune Brothers,6996,,,,Tune Brothers,Organisation,Designer,,
,1941,,,"Chihuly, Dale",Dale,Dale Chihuly,699649,Chihuly,,,,Ulan,Designer,500103274,"Chihuly, Dale"
,1866,,1935,"Jensen, Georg",Georg,Georg Jensen,700161,Jensen,,Danish,,Ulan,Designer,500103789,"Jensen, Georg"
,1957,,,Nathalie du Pasquier,Nathalie,Nathalie du Pasquier,7005,du Pasquier,,,,Registration-Verified,Designer,,
,1912,,,"Trigère, Pauline",Pauline,Pauline Trigère,702773,Trigère,,,,Ulan,Designer,500106429,"Trigère, Pauline"
,1939,,,"Branzi, Andrea",Andrea,Andrea Branzi,703727,Branzi,,,,Ulan,Designer,500107394,"Branzi, Andrea"
,1917,,,"Knoll, Florence Schust",Florence,Florence S. Knoll,704837,Knoll,Schust,,,Ulan,Designer,500108516,"Knoll, Florence Schust"
,1904,,1979,"Truex, Van Day",Van,Van D. Truex,705360,Truex,Day,,,Ulan,Designer,500109042,"Truex, Van Day"
,1959,,,"Iosa-Ghini, Massimo",Massimo,Massimo Iosa-Ghini,705407,Iosa-Ghini,,,,Ulan,Designer,500109089,"Iosa-Ghini, Massimo"
,1930,,1971,"Colombo, Joe Cesare",Joe,Joe C. Colombo,706168,Colombo,Cesare,,,Ulan,Designer,500109860,"Colombo, Joe Cesare"
,1904,,1967,Peter Muller-Munk,Peter,Peter Muller-Munk,7062,Muller-Munk,,,,Registration-Verified,Designer,,
,1740,,1856,"Haines, Ephraim",Ephraim,Ephraim Haines,709439,Haines,,,,Ulan,Designer,500113151,"Haines, Ephraim"
,1913,,2006,Oleg Cassini,Oleg,Oleg Cassini,7108,Cassini,,,,Registration-Verified,Designer,,
,1974,,,Dan Black,Dan,Dan Black,7188,Black,,,,Registration-Verified,Designer,,
,1964,,,Martin Blum,Martin,Martin Blum,7189,Blum,,,,Registration-Verified,Designer,,
,,,,Aurore,,Aurore,7216,,,French,Aurore,Organisation,Designer,,
,1883,,1971,"Chanel, Coco",,"Chanel, Coco",723,"Chanel, Coco",,,,ULAN,Designer,,"Chanel, Coco"
,1875,,,"Dorph, Bertha",,"Dorph, Bertha",725,"Dorph, Bertha",,,,ULAN,Designer,,"Dorph, Bertha"
,1906,,1993,Mr. John,,Mr. John,727,Mr. John,,,,Registration-Verified,Designer,,
,1942,,,Jan Roth,Jan,Jan Roth,7373,Roth,,,,Registration-Verified,Designer,,
,1905,,2003,Walter Zapp,Walter,Walter Zapp,7374,Zapp,,,,Person,Designer,,
,,,,Giancarlo Girard,Giancarlo,Giancarlo Girard,7383,Girard,,,,Person,Designer,,
,,,,Joe St. Clair,Joe,Joe St. Clair,7384,St. Clair,,,,Person,Designer,,
,,,,Ulrica Hydman-Vallien,Ulrica,Ulrica Hydman-Vallien,7385,Hydman-Vallien,,Swedish,,Person,Designer,,
,,,,M. Doubell Miller,M.,M. Doubell Miller,7387,Miller,Doubell,,,Person,Designer,,
,1925,,,Julian Lovato,Julian,Julian Lovato,7388,Lovato,,,,Person,Designer,,
,1948,,,Stephen Smyers,Stephen,Stephen Smyers,7389,Smyers,,,,Person,Designer,,
,1902,,2000,Belle Kogan,Belle,Belle Kogan,7431,Kogan,,,,Registration-Verified,Designer,,
,1878,,1945,Christiann Lebeau,Christiann,Christiann Lebeau,7436,Lebeau,,European,,Registration-Verified,Designer,,
,1938,,,János Megyik,János,János Megyik,7469,Megyik,,,,Registration-Verified,Designer,,
,,,,Otto E. Stelzer,Otto,Otto E. Stelzer,7511,Stelzer,E.,,,Curatorial--not verified,Designer,,
,1902,,1973,Goren Hongell,Goren,Goren Hongell,7517,Hongell,,,,Registration-Verified,Designer,,
,1918,,1985,Ben Siebel,Ben,Ben Siebel,7520,Siebel,,,,Registration-Verified,Designer,,
,1946,,,Tom Hardy,Tom,Tom Hardy,7521,Hardy,,,,Registration-Verified,Designer,,
,,,,Kazuhiko Yamazaki,Kazuhiko,Kazuhiko Yamazaki,7522,Yamazaki,,,,Registration-Verified,Designer,,
,1917,,,Florence K. Bassett,Florence,Florence K. Bassett,7633,Bassett,Knoll,,,Person,designer,,
,1948,,,Phillip Tennant,Phillip,Phillip Tennant,7635,Tennant,,United States,,Person,Designer,,
,1932,,2007,Bill Stephens,Bill,Bill Stephens,7642,Stephens,,,,Person,Designer,,
,,,,Sergio Asti,Sergio,Sergio Asti,7643,Asti,,Italian,,Person,designer,,
,1932,,1998,Erik Hoglund,Erik,Erik Hoglund,7645,Hoglund,,Swedish,,Registration-Verified,designer,,
,1920,,1982,Niels Møller,Niels,Niels Møller,7648,Møller,,Danish,,Person,designer,,
,1967,,,Yves Béhar,Yves,Yves Béhar,7680,Béhar,,,,Registration-Verified,Designer,,
,1974,,,Bret Recor,Bret,Bret Recor,7694,Recor,,,,Registration-Verified,Designer,,
,1934,,,Reinhold Weiss,Reinhold,Reinhold Weiss,7712,Weiss,,,,Registration-Verified,designer,,
,1932,,1991,Gerd A. Muller,Gerd,Gerd A. Muller,7716,Muller,Alfred,,,Registration-Verified,Designer,,
,1938,,,Robert Oberheim,Robert,Robert Oberheim,7717,Oberheim,,,,Registration-Verified,Designer,,
,1942,,,Hartwig Kahlcke,Hartwig,Hartwig Kahlcke,7718,Kahlcke,,,,Registration-Verified,Designer,,
,1938,,,Jurgen Greubel,Jurgen,Jurgen Greubel,7719,Greubel,,,,Registration-Verified,Designer,,
,1890,,1980,Nettie Rosenstein,Nettie,Nettie Rosenstein,7730,Rosenstein,,,,Registration-Verified,Designer,,
,1946,,2010,Malcolm McLaren,Malcolm,Malcolm McLaren,7765,McLaren,,,,Registration-Verified,Designer,,
,1951,,,Dorothy Feibleman,Dorothy,Dorothy Feibleman,7787,Feibleman,,,,Registration-Verified,Designer,,
,1943,,1995,Bill Tice,Bill,Bill Tice,7795,Tice,,,,Registration-Verified,Designer,,
,1924,,,Donald Pollard,Donald,Donald Pollard,7836,Pollard,,,,Registration-Verified,Designer,,
,1942,,,Akihiko Izukura,Akihiko,Akihiko Izukura,7849,Izukura,,,,Registration-Verified,Designer,,
,1834,,1896,"Morris, William",William,William Morris,788,Morris,,,,ULAN,Designer,,"Morris, William"
,,The Callot Soeurs,,Callot Soeurs,,,811,,,,Callot Soeurs,Registration-Verified,Designer,,
,1931,,1989,Ludovico Diaz de Santillana,Ludovico,Ludovico Diaz de Santillana,8205,Diaz de Santillana,,,,Registration-Verified,Designer,,
,,,,Apple Industrial Design Group,,,8207,,,,Apple Industrial Design Group,Organisation,Designer,,
,1887,,1943,Friedrich Fleischmann,Friedrich,Friedrich Fleischmann,8265,Fleischmann,,,,Registration-Verified,Designer,,
,,,,Marjorie Tate,Marjorie,Marjorie Tate,8269,Tate,,,,Registration-Verified,Designer,,
,,,1987,Leonard Tate,Leonard,Leonard Tate,8270,Tate,,,,Registration-Verified,Designer,,
,,,,Betty McCauley,Betty,Betty McCauley,8271,McCauley,,,,Registration-Verified,Designer,,
,,,,Allen McCauley,Allen,Allen McCauley,8272,McCauley,,,,Registration-Verified,Designer,,
,1921,,1992,Ingeborg Lundin,Ingeborg,Ingeborg Lundin,8277,Lundin,,,,Registration-Verified,Designer,,
,1906,,1984,Sven E. Palmqvist,Sven,Sven E. Palmqvist,8279,Palmqvist,Ernst Robert,,,Registration-Verified,Designer,,
,1909,,1948,Gunnel Nyman,Gunnel,Gunnel Nyman,8280,Nyman,,,,Registration-Verified,Designer,,
,1909,,1999,Archimede Seguso,Archimede,Archimede Seguso,8282,Seguso,,,,Registration-Verified,Designer,,
,1898,,1985,Lurelle Van Arsdale Guild,Lurelle,Lurelle Van Arsdale Guild,8287,Van Arsdale Guild,,,,Art and Architecture Thesaurus,Designer,,
,1972,,,Lukas Niederberger,Lukas,Lukas Niederberger,8566,Niederberger,,,,Registration-Verified,Designer,,
,1953,,,Gabriel Baltensweiler,Gabriel,Gabriel Baltensweiler,8567,Baltensweiler,,,,Registration-Verified,Designer,,
,1927,,,Warren Kaffka,Warren,Warren Kaffka,8735,Kaffka,,,,Registration-Verified,Designer,,
,,,,Williams-Sonoma,,Williams-Sonoma,8808,,,,Williams-Sonoma,Organisation,designer,,
,1970,,,Frank Tjepkema,Frank,Frank Tjepkema,881,Tjepkema,,,,Person,Designer,,
,1960,,,Chico Bicalho,Chico,Chico Bicalho,8828,Bicalho,,,,Person,Designer,,
,,,,"Stark, Karen",,"Stark, Karen",887,"Stark, Karen",,,,Registration-Verified,Designer,,
,1833,,1914,"Bracquemond, Félix",Félix,Félix Bracquemond,954,Bracquemond,,,,Ulan,Designer,500023048,"Bracquemond, Félix"
,1811,,1893,"Daly, César Denis",C,C é. Daly,623397,Daly,ésar Denis,,,Ulan,Editor,500023915,"Daly, César Denis"
,1823,,1875,"Waring, John Burley",John,John B. Waring,625995,Waring,Burley,,,Ulan,Editor,500026575,"Waring, John Burley"
,1758,,1835,"Fittler, James",,"Fittler, James",1016,"Fittler, James",,,,ULAN,Engraver,,"Fittler, James"
,,,,"Haghe, Louis",,"Haghe, Louis",1018,"Haghe, Louis",,,,ULAN,Engraver,,"Haghe, Louis"
,1775,,1841,"Scriven, Edward",,"Scriven, Edward",1062,"Scriven, Edward",,,,ULAN,Engraver,,"Scriven, Edward"
,1789,,1854,"Martin, John",,"Martin, John",1076,"Martin, John",,,,ULAN,Engraver,,"Martin, John"
,1796,,1855,"Radclyffe, William",,"Radclyffe, William",1095,"Radclyffe, William",,,,ULAN,Engraver,,"Radclyffe, William"
,1773,,1857,Charles Turner,Charles,Charles Turner,1098,Turner,,,,ULAN,Engraver,,Charles Turner
,1806,,1867,"Jeavons, Thomas",,"Jeavons, Thomas",1158,"Jeavons, Thomas",,,,ULAN,Engraver,,"Jeavons, Thomas"
,1757,,1827,"Blake, William",,"Blake, William",1266,"Blake, William",,,,ULAN,Engraver,,"Blake, William"
,1779,,1856,"Lewis, Frederick Christian, I",,"Lewis, Frederick Christian, I",1269,"Lewis, Frederick Christian, I",,,,ULAN,Engraver,,"Lewis, Frederick Christian, I"
